"ID","SITE_ID","STAFF_ID","TASK_DATE","IN_TIME","OUT_TIME","COUNT","OT_TYPE","INVOICE_PRICE","TASK_DESCRIPTION","TARGET","PAY_UNIT_PRICE","CREATED_AT","UPDATED_AT"
752,14,41,"2026-04-03","","",330,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:14:54","2026-04-06 12:14:54"
753,14,42,"2026-04-03","","",543,"target_based",5.5,"Scaning						",0,0,"2026-04-06 12:15:06","2026-04-06 12:15:06"
754,14,42,"2026-04-03","","",101,"target_based",2.5,"Scanning of GRN Lists 			",0,0,"2026-04-06 12:15:21","2026-04-06 12:15:21"
760,14,39,"2026-04-05","","",300,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:18:19","2026-04-06 12:19:14"
756,14,39,"2026-04-04","","",301,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:15:54","2026-04-06 12:15:54"
757,14,40,"2026-04-04","","",300,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:16:03","2026-04-06 12:16:03"
758,14,41,"2026-04-04","","",301,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:16:17","2026-04-06 12:16:17"
759,14,42,"2026-04-04","","",463,"target_based",5.5,"Scaning						",0,0,"2026-04-06 12:16:28","2026-04-06 12:16:28"
761,14,40,"2026-04-05","","",300,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:18:41","2026-04-06 12:18:41"
763,36,99,"2026-04-02","","",819,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-06 12:27:26","2026-04-06 12:27:26"
764,36,99,"2026-04-02","","",60,"target_based",1,"Indexing Charges for additional fields			",0,0,"2026-04-06 12:28:12","2026-04-06 12:28:12"
765,36,99,"2026-04-03","","",855,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-06 12:30:10","2026-04-06 12:30:10"
766,36,99,"2026-04-03","","",42,"target_based",1,"Indexing Charges for additional fields			",0,0,"2026-04-06 12:30:25","2026-04-06 12:30:25"
767,36,100,"2026-04-03","","",511,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-06 12:31:01","2026-04-06 12:31:01"
768,36,100,"2026-04-03","","",42,"target_based",1,"Indexing Charges for additional fields			",0,0,"2026-04-06 12:31:28","2026-04-06 12:31:28"
769,83,162,"2026-04-04","","",765,"target_based",0,"Scanning",0,0,"2026-04-06 13:16:10","2026-04-06 13:16:10"
770,83,162,"2026-04-04","","",10,"target_based",0,"File",0,0,"2026-04-06 13:16:23","2026-04-06 13:16:23"
771,83,136,"2026-04-04","","",1121,"target_based",0,"Scanning",0,0,"2026-04-06 13:16:41","2026-04-06 13:16:41"
772,83,136,"2026-04-04","","",13,"target_based",0,"File",0,0,"2026-04-06 13:16:58","2026-04-06 13:16:58"
773,27,84,"2026-04-02","","",804,"target_based",2.9,"DOCUMENT SCANNING A4",0,0,"2026-04-06 13:31:01","2026-04-06 13:31:01"
777,25,127,"2026-04-03","","",459,"target_based",4.5,"Converting Physical Documents to digital Images using book scanner (Bounded documents and A3 size)			",0,0,"2026-04-06 13:51:33","2026-04-23 10:31:53"
775,25,127,"2026-04-02","","",753,"target_based",4.5,"Converting Physical Documents to digital Images using book scanner (Bounded documents and A3 size)			",0,0,"2026-04-06 13:51:03","2026-04-23 10:31:37"
776,34,96,"2026-04-02","","",202,"target_based",0,"File",0,0,"2026-04-06 13:51:18","2026-04-09 09:23:35"
778,14,163,"2026-04-02","","",67,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 14:49:26","2026-04-06 14:49:26"
779,14,163,"2026-04-03","","",79,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 14:49:57","2026-04-06 14:49:57"
780,101,17,"2026-04-02","","",1644,"target_based",4.1,"Scanning",0,0,"2026-04-06 15:18:57","2026-04-06 15:18:57"
781,101,17,"2026-04-02","","",18,"target_based",0,"File",0,0,"2026-04-06 15:21:06","2026-04-06 15:21:06"
785,20,61,"2026-04-06","","",1060,"target_based",0,"Data Entry",0,0,"2026-04-06 16:54:59","2026-04-06 16:54:59"
783,30,89,"2026-04-06","08:30","17:00",0,"time_based",100,"Return POD Packets                                       				 				",0,0,"2026-04-06 16:52:58","2026-04-06 16:52:58"
784,32,148,"2026-04-04","","",1025,"target_based",150,"AGREEMENTS  RETRIVE				 				",0,0,"2026-04-06 16:53:37","2026-04-06 16:53:37"
786,33,77,"2026-04-06","","",2094,"target_based",2.4,"Document scanning and digitizing 				",0,0,"2026-04-06 16:56:09","2026-04-06 16:56:09"
787,11,27,"2026-04-06","08:20","17:02",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-06 16:58:50","2026-04-06 16:58:50"
788,11,28,"2026-04-06","08:09","17:02",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-06 16:59:23","2026-04-06 16:59:23"
789,32,16,"2026-04-06","","",635,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-06 16:59:34","2026-04-06 16:59:34"
790,11,29,"2026-04-06","08:29","17:02",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-06 16:59:49","2026-04-06 16:59:49"
791,11,30,"2026-04-06","08:38","17:03",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-06 17:00:27","2026-04-06 17:00:27"
792,32,90,"2026-04-06","","",814,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-06 17:00:33","2026-04-06 17:00:33"
794,11,47,"2026-04-06","08:35","21:00",0,"time_based",1.65,"2.1 DATA ENTRY WITH VERIFICATION OF PAYMENT YEAR AND MONTH",0,0,"2026-04-06 17:01:16","2026-04-06 17:01:16"
795,32,148,"2026-04-06","","",1479,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-06 17:01:45","2026-04-06 17:01:45"
796,33,92,"2026-04-06","","",3113,"target_based",2.4,"Document scanning and digitizing 				",0,0,"2026-04-06 17:01:57","2026-04-06 17:01:57"
797,18,130,"2026-04-06","","",1998,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-06 17:15:44","2026-04-06 17:15:44"
798,18,130,"2026-04-06","","",13,"target_based",0,"File",0,0,"2026-04-06 17:15:59","2026-04-06 17:15:59"
799,18,102,"2026-04-06","","",2296,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-06 17:16:22","2026-04-06 17:16:22"
800,18,102,"2026-04-06","","",22,"target_based",0,"File",0,0,"2026-04-06 17:16:35","2026-04-06 17:16:35"
801,18,128,"2026-04-06","","",2020,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-06 17:17:11","2026-04-06 17:17:11"
802,18,128,"2026-04-06","","",27,"target_based",0,"File",0,0,"2026-04-06 17:17:31","2026-04-06 17:17:31"
803,35,97,"2026-04-06","","",2088,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-06 17:18:09","2026-04-06 17:18:09"
804,35,98,"2026-04-06","","",2049,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-06 17:18:33","2026-04-06 17:18:33"
805,101,17,"2026-04-06","","",1434,"target_based",4.1,"Scanning",0,0,"2026-04-06 17:59:37","2026-04-06 17:59:37"
806,101,17,"2026-04-06","","",19,"target_based",0,"File",0,0,"2026-04-06 17:59:50","2026-04-06 17:59:50"
807,14,39,"2026-04-06","","",259,"target_based",10,"MIRO Updating ",0,0,"2026-04-07 08:44:16","2026-04-07 08:44:16"
808,14,40,"2026-04-06","","",333,"target_based",10,"MIRO Updating ",0,0,"2026-04-07 08:44:45","2026-04-07 08:44:45"
809,14,41,"2026-04-06","","",279,"target_based",10,"MIRO Updating ",0,0,"2026-04-07 08:44:57","2026-04-07 08:44:57"
810,14,42,"2026-04-06","","",362,"target_based",5.5,"Scaning						",0,0,"2026-04-07 08:45:14","2026-04-07 08:45:32"
811,14,42,"2026-04-06","","",25,"target_based",2.5,"Scanning of GRN Lists 			",0,0,"2026-04-07 08:45:45","2026-04-07 08:45:45"
812,14,161,"2026-04-06","","",362,"target_based",0,"Preparation",0,0,"2026-04-07 08:46:03","2026-04-07 08:46:03"
813,14,163,"2026-04-06","","",73,"target_based",10,"MIRO Updating ",0,0,"2026-04-07 08:46:59","2026-04-07 08:46:59"
814,6,76,"2026-04-06","","",832,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-07 08:47:12","2026-04-07 08:47:12"
815,6,76,"2026-04-06","","",76,"target_based",0,"File",0,0,"2026-04-07 08:47:32","2026-04-07 08:47:32"
816,6,106,"2026-04-06","","",504,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-07 08:47:49","2026-04-07 08:47:49"
663,18,102,"2026-04-02","","",1694,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-02 17:29:13","2026-04-02 17:29:13"
664,35,98,"2026-04-02","","",2405,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-02 18:00:44","2026-04-02 18:00:44"
665,34,96,"2026-04-02","","",616,"target_based",0,"Scanning",0,0,"2026-04-02 18:46:30","2026-04-02 18:46:30"
666,34,96,"2026-04-02","","",595,"target_based",0,"Exel",0,0,"2026-04-02 18:46:53","2026-04-02 18:46:53"
667,6,106,"2026-04-02","","",762,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-03 09:40:50","2026-04-03 09:40:50"
668,6,107,"2026-04-02","","",708,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-03 09:41:16","2026-04-03 09:41:16"
673,83,136,"2026-04-02","","",2462,"target_based",0,"Scanning",0,0,"2026-04-03 12:46:05","2026-04-03 12:46:05"
674,83,136,"2026-04-02","","",26,"target_based",0,"File",0,0,"2026-04-03 12:46:16","2026-04-03 12:46:16"
677,82,135,"2026-04-02","08:35","17:32",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-03 16:12:30","2026-04-03 16:12:30"
678,82,141,"2026-04-02","08:35","17:32",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-03 16:13:06","2026-04-03 16:13:06"
679,82,140,"2026-04-02","08:10","17:00",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-03 16:13:47","2026-04-03 16:13:47"
661,18,130,"2026-04-02","","",1900,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-02 17:26:53","2026-04-02 17:26:53"
680,32,90,"2026-04-03","","",815,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-03 17:09:33","2026-04-05 13:58:37"
662,18,128,"2026-04-02","","",1960,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-02 17:28:27","2026-04-02 17:28:27"
681,32,16,"2026-04-03","","",801,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-03 17:09:52","2026-04-05 13:58:26"
682,18,130,"2026-04-03","","",1352,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-03 17:32:58","2026-04-03 17:32:58"
683,18,130,"2026-04-03","","",12,"target_based",0,"File",0,0,"2026-04-03 17:33:16","2026-04-03 17:33:16"
684,18,102,"2026-04-03","","",2062,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-03 17:33:32","2026-04-03 17:33:32"
685,18,102,"2026-04-03","","",26,"target_based",0,"File",0,0,"2026-04-03 17:34:01","2026-04-03 17:34:01"
686,83,136,"2026-04-03","","",1042,"target_based",0,"Scanning",0,0,"2026-04-03 17:34:48","2026-04-06 13:21:47"
687,83,136,"2026-04-03","","",13,"target_based",0,"File",0,0,"2026-04-03 17:34:58","2026-04-03 17:34:58"
693,6,106,"2026-04-03","","",765,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-03 17:38:35","2026-04-03 17:38:35"
691,6,109,"2026-04-03","","",742,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-03 17:38:00","2026-04-03 17:38:00"
692,6,109,"2026-04-03","","",70,"target_based",0,"File",0,0,"2026-04-03 17:38:17","2026-04-03 17:38:17"
694,6,106,"2026-04-03","","",70,"target_based",0,"File",0,0,"2026-04-03 17:38:50","2026-04-03 17:38:50"
695,6,107,"2026-04-03","","",710,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-03 17:39:13","2026-04-03 17:39:13"
696,6,107,"2026-04-03","","",70,"target_based",0,"File",0,0,"2026-04-03 17:39:39","2026-04-03 17:39:39"
697,82,140,"2026-04-03","08:12","17:10",0,"time_based",1928.57,"Staff outsourcing ",0,0,"2026-04-03 18:02:04","2026-04-03 18:02:04"
710,18,102,"2026-04-04","","",10,"target_based",0,"File",0,0,"2026-04-04 14:02:36","2026-04-04 14:02:36"
711,18,128,"2026-04-04","","",879,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-04 14:02:58","2026-04-04 14:02:58"
709,18,102,"2026-04-04","","",1072,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-04 14:02:25","2026-04-04 14:02:25"
712,18,128,"2026-04-04","","",13,"target_based",0,"File",0,0,"2026-04-04 14:03:11","2026-04-04 14:03:11"
713,18,130,"2026-04-04","","",1022,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-04 14:03:27","2026-04-04 14:03:27"
714,18,130,"2026-04-04","","",10,"target_based",0,"File",0,0,"2026-04-04 14:03:46","2026-04-04 14:03:46"
721,32,16,"2026-04-02","","",843,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-05 13:57:04","2026-04-05 13:57:04"
722,32,148,"2026-04-02","","",996,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-05 13:57:28","2026-04-05 13:57:28"
723,32,148,"2026-04-03","","",930,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-05 13:58:52","2026-04-05 13:58:52"
724,10,26,"2026-04-02","","",191,"target_based",5.25,"A3 and Above				",0,0,"2026-04-05 14:24:58","2026-04-05 14:24:58"
725,10,26,"2026-04-02","","",302,"target_based",4.5,"Converting documents (Damaged or Fragile) using overhead book scanners				",0,0,"2026-04-05 14:25:12","2026-04-05 14:25:12"
726,29,88,"2026-04-02","","",1496,"target_based",0,"Scaning",0,0,"2026-04-06 09:05:33","2026-04-06 09:05:53"
727,29,88,"2026-04-03","","",775,"target_based",0,"Scaning",0,0,"2026-04-06 09:06:28","2026-04-06 09:06:28"
728,8,23,"2026-04-02","","",3388,"target_based",4.3,"Scaning",0,0,"2026-04-06 09:07:56","2026-04-06 09:07:56"
729,8,23,"2026-04-03","","",3639,"target_based",4.3,"Scaning",0,0,"2026-04-06 09:08:14","2026-04-06 09:08:14"
730,6,76,"2026-04-04","","",407,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-06 12:01:46","2026-04-06 12:01:46"
731,6,76,"2026-04-04","","",38,"target_based",0,"File",0,0,"2026-04-06 12:02:04","2026-04-06 12:02:04"
732,6,106,"2026-04-04","","",389,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-06 12:02:25","2026-04-06 12:02:25"
733,6,106,"2026-04-04","","",35,"target_based",0,"File",0,0,"2026-04-06 12:02:42","2026-04-06 12:02:42"
734,6,107,"2026-04-04","","",375,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-06 12:03:09","2026-04-06 12:03:09"
735,6,107,"2026-04-04","","",37,"target_based",0,"File",0,0,"2026-04-06 12:03:23","2026-04-06 12:03:23"
736,6,108,"2026-04-04","","",330,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-06 12:03:47","2026-04-06 12:03:47"
737,6,108,"2026-04-04","","",31,"target_based",0,"File",0,0,"2026-04-06 12:04:02","2026-04-06 12:04:02"
738,6,109,"2026-04-04","","",382,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-06 12:04:15","2026-04-06 12:04:15"
739,6,109,"2026-04-04","","",35,"target_based",0,"File",0,0,"2026-04-06 12:04:31","2026-04-06 12:04:31"
740,14,39,"2026-04-01","","",300,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:06:49","2026-04-06 12:06:49"
741,14,40,"2026-04-01","","",300,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:07:04","2026-04-06 12:07:04"
742,14,41,"2026-04-01","","",260,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:07:36","2026-04-06 12:07:36"
743,14,42,"2026-04-01","","",650,"target_based",5.5,"Scaning						",0,0,"2026-04-06 12:08:36","2026-04-06 12:08:36"
744,14,39,"2026-04-02","","",400,"target_based",10,"MIRO Updating ",0,0,"2026-04-06 12:11:45","2026-04-06 12:11:45"
1161,32,91,"2026-04-10","","",572,"target_based",10,"SCM3 Verification agreements count - Physical                              				",0,0,"2026-04-10 17:09:49","2026-04-10 17:09:49"
1162,37,93,"2026-04-06","08:30","17:00",254,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:31:14","2026-04-10 17:31:14"
1163,37,185,"2026-04-06","08:00","17:00",254,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:31:41","2026-04-10 17:31:41"
1164,37,187,"2026-04-06","08:00","17:00",254,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:32:03","2026-04-10 17:32:03"
1165,37,93,"2026-04-07","08:00","17:00",1,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:33:06","2026-04-10 17:33:50"
1166,37,185,"2026-04-07","08:00","17:00",3,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:33:43","2026-04-10 17:33:43"
1167,37,187,"2026-04-07","08:00","17:00",3,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:34:13","2026-04-10 17:34:13"
1168,37,93,"2026-04-08","08:00","17:00",6,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:34:45","2026-04-10 17:34:45"
1169,37,185,"2026-04-08","08:00","17:00",6,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:35:03","2026-04-10 17:35:03"
1170,37,187,"2026-04-08","08:00","17:00",6,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:35:25","2026-04-10 17:35:25"
1171,37,93,"2026-04-09","08:00","17:00",1,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:36:00","2026-04-10 17:36:00"
1172,37,185,"2026-04-09","08:00","17:00",2,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:36:23","2026-04-10 17:36:23"
1173,37,187,"2026-04-09","08:00","17:00",2,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:36:49","2026-04-10 17:36:49"
1174,37,185,"2026-04-10","08:00","17:00",1,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:37:30","2026-04-10 17:37:30"
1175,37,93,"2026-04-10","08:00","17:00",0,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:37:44","2026-04-10 17:37:44"
1176,37,187,"2026-04-10","08:00","17:00",0,"time_based",210,"Page Count up to 61 – 80 (40A4 Papers max/duplex printing)				",0,0,"2026-04-10 17:38:39","2026-04-10 17:38:39"
1177,39,94,"2026-04-08","","",164,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:40:26","2026-04-10 17:40:26"
1178,39,121,"2026-04-08","","",164,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:40:46","2026-04-10 17:40:46"
1179,39,186,"2026-04-08","","",162,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:40:59","2026-04-10 17:40:59"
1180,39,94,"2026-04-09","","",12,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:41:19","2026-04-10 17:41:39"
1181,39,186,"2026-04-09","","",12,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:41:52","2026-04-10 17:41:52"
1182,39,94,"2026-04-10","","",24,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:42:51","2026-04-10 17:42:51"
1183,39,121,"2026-04-10","","",23,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:43:01","2026-04-10 17:43:01"
1184,39,186,"2026-04-10","","",23,"target_based",40,"Policy Preparation for despatching",0,0,"2026-04-10 17:43:12","2026-04-10 17:43:12"
1185,38,95,"2026-04-06","08:00","17:00",43,"time_based",45,"Policy Preparation",0,0,"2026-04-10 17:44:12","2026-04-10 17:44:12"
1186,38,122,"2026-04-06","08:00","17:00",43,"time_based",45,"Policy Preparation",0,0,"2026-04-10 17:44:28","2026-04-10 17:44:28"
1187,38,188,"2026-04-06","08:00","17:00",43,"time_based",45,"Policy Preparation",0,0,"2026-04-10 17:44:45","2026-04-10 17:44:45"
1188,38,95,"2026-04-10","08:00","17:00",17,"time_based",45,"Policy Preparation",0,0,"2026-04-10 17:45:25","2026-04-10 17:45:25"
1189,38,122,"2026-04-10","08:00","17:00",18,"time_based",45,"Policy Preparation",0,0,"2026-04-10 17:45:45","2026-04-10 17:45:45"
1190,38,188,"2026-04-10","08:00","17:00",17,"time_based",45,"Policy Preparation",0,0,"2026-04-10 17:46:04","2026-04-10 17:46:04"
1191,121,183,"2026-04-10","","",180,"target_based",2.3,"Mandate Scanning And Digitizing",0,0,"2026-04-10 17:50:42","2026-04-10 17:50:42"
1192,121,113,"2026-04-10","","",180,"target_based",0,"PREPARATION",0,0,"2026-04-10 17:50:51","2026-04-10 17:50:51"
1193,18,130,"2026-04-10","","",1264,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-10 17:53:05","2026-04-10 17:53:05"
1194,18,130,"2026-04-10","","",24,"target_based",0,"File",0,0,"2026-04-10 17:53:21","2026-04-10 17:53:21"
1195,18,128,"2026-04-10","","",2032,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-10 17:53:48","2026-04-10 17:53:48"
1196,18,128,"2026-04-10","","",37,"target_based",0,"File",0,0,"2026-04-10 17:54:03","2026-04-10 17:54:03"
1197,18,102,"2026-04-10","","",1538,"target_based",3,"Converting Physical Documents to DIGITAL Images - A4 image 				",0,0,"2026-04-10 17:54:27","2026-04-10 17:54:27"
1198,18,102,"2026-04-10","","",36,"target_based",0,"File",0,0,"2026-04-10 17:54:40","2026-04-10 17:54:40"
1199,35,97,"2026-04-10","","",2501,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-10 17:56:01","2026-04-10 17:56:01"
1200,35,98,"2026-04-10","","",2340,"target_based",1.8,"Document scanning and digitizing 				",0,0,"2026-04-10 17:56:13","2026-04-10 17:56:13"
1201,6,106,"2026-04-10","","",700,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-10 18:02:47","2026-04-10 18:02:47"
1202,6,106,"2026-04-10","","",62,"target_based",0,"File",0,0,"2026-04-10 18:03:03","2026-04-10 18:03:03"
1203,6,108,"2026-04-10","","",584,"target_based",2.74,"""Scanning and indexing service for Leasing Applications – A4 & Below Indexes: Facility Number Output :200dpi / B&W/ PDF""				",0,0,"2026-04-10 18:03:22","2026-04-10 18:03:22"
1204,6,108,"2026-04-10","","",55,"target_based",0,"File",0,0,"2026-04-10 18:03:58","2026-04-10 18:03:58"
1205,101,17,"2026-04-10","","",1199,"target_based",4.1,"Scanning",0,0,"2026-04-10 18:06:41","2026-04-10 18:06:41"
1206,101,17,"2026-04-10","","",20,"target_based",0,"File",0,0,"2026-04-10 18:06:51","2026-04-10 18:06:51"
1207,36,99,"2026-04-10","","",819,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-10 18:08:47","2026-04-10 18:08:47"
1208,36,99,"2026-04-10","","",58,"target_based",3.25,"Indexing Charges for additional fields			",0,0,"2026-04-10 18:08:58","2026-04-10 18:09:46"
1209,36,100,"2026-04-10","","",571,"target_based",3.25,"Document Scanning A4 Size 			",0,0,"2026-04-10 18:09:14","2026-04-10 18:09:14"
1210,36,100,"2026-04-10","","",56,"target_based",1,"Indexing Charges for additional fields			",0,0,"2026-04-10 18:09:36","2026-04-10 18:09:36"
1211,8,23,"2026-04-02","","",3388,"target_based",4.3,"Scaning",0,0,"2026-04-11 06:19:14","2026-04-11 06:19:14"
1212,8,23,"2026-04-03","","",3639,"target_based",4.3,"Scaning",0,0,"2026-04-11 06:19:29","2026-04-11 06:19:29"
1213,8,23,"2026-04-06","","",3485,"target_based",4.3,"Scaning",0,0,"2026-04-11 06:19:48","2026-04-11 06:19:48"
1214,8,23,"2026-04-07","","",3061,"target_based",4.3,"Scaning",0,0,"2026-04-11 06:20:03","2026-04-11 06:20:03"
1215,8,23,"2026-04-08","","",3351,"target_based",4.3,"Scaning",0,0,"2026-04-11 06:20:18","2026-04-11 06:20:18"
1216,8,23,"2026-04-09","","",3117,"target_based",4.3,"Scaning",0,0,"2026-04-11 06:20:34","2026-04-11 06:20:34"
1217,8,23,"2026-04-10","","",3258,"target_based",4.3,"Scaning",0,0,"2026-04-11 06:20:49","2026-04-11 06:20:49"
1218,29,88,"2026-04-02","","",1496,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-11 06:23:20","2026-04-11 06:23:20"
1219,29,88,"2026-04-03","","",775,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-11 06:23:34","2026-04-11 06:23:34"
1220,29,88,"2026-04-06","","",798,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-11 06:23:51","2026-04-11 06:23:51"
1221,29,88,"2026-04-07","","",1022,"target_based",2.75,"DOCUMENT SCANNING-  Less than 500,000 page",0,0,"2026-04-11 06:24:07","2026-04-11 06:24:07"
